family	method	path	operation_id	policy	projection	profile	contract
payments	GET	/payments/capabilities	get_payment_capabilities	self	self	read	D5
payments	GET	/contributions/{id}/checkout	get_checkout_status	self	self	read	P03/P04
payments	GET	/contributions/{id}/attempts	list_checkout_attempts	self	self	list	G11
payments	POST	/contributions/{id}/attempts	start_checkout_retry	self	self	create	FD-04
payments	POST	/payments/{id}/verify	verify_checkout_callback	self	operation	command	P08/P09
payments	POST	/payments/webhook	ingest_payment_webhook	provider	operation	provider	P08/P09/R06
payments	GET	/payments/{id}/receipt	get_payment_receipt	self	self	read	FD-05
payments	GET	/me/payment-methods	list_payment_methods	self	self	list	D5
payments	DELETE	/me/payment-methods/{id}	remove_payment_method	self_sensitive	operation	delete	D5
cases	POST	/cases	create_support_or_dispute_case	self	self	create	FR-12
cases	GET	/cases	list_own_cases	self	self	list	FR-12
cases	GET	/cases/{id}	get_own_case	self	self	read	FR-12
cases	POST	/cases/{id}/evidence	attach_case_evidence	self	self	create	FD-02
cases	POST	/cases/{id}/messages	add_case_message	self	self	create	FR-12
cases	GET	/cases/{id}/history	get_case_history	self	self	list	FR-12
cases	GET	/payments/{id}/refunds	list_own_refunds	self	self	list	R01
cases	GET	/refunds/{id}	get_refund	self	self	read	R06
cases	POST	/admin/payments/{id}/refund	request_refund	finance	finance	create	R01
cases	GET	/admin/payments/{id}/refunds	list_payment_refunds	finance	finance	list	R01
cases	GET	/admin/refunds/{id}	get_refund_recovery	finance	finance	read	R06
cases	POST	/admin/refunds/{id}/approve	approve_refund	finance_sensitive	finance	command	R02
cases	POST	/admin/refunds/{id}/cancel	cancel_unsent_refund	finance_sensitive	finance	command	R08
cases	GET	/admin/disputes	list_disputes	ops	review	list	PD-11
cases	GET	/admin/disputes/{id}	get_dispute	ops	review	read	PD-11
cases	POST	/admin/disputes/{id}/decision	decide_dispute	ops_lead	review	command	PD-11
cases	POST	/admin/disputes/{id}/provider-evidence	attach_provider_dispute_evidence	finance	finance	create	FD-02
payouts	GET	/admin/payouts/eligible-allocations	list_payable_allocations	finance	finance	list	Y01
payouts	GET	/admin/payouts	list_payouts	finance	finance	list	FR-16
payouts	POST	/admin/payouts	create_payout_draft	finance	finance	create	Y01
payouts	GET	/admin/payouts/{id}	get_payout	finance	finance	read	FR-16
payouts	PATCH	/admin/payouts/{id}	edit_payout_draft	finance	finance	update	Y01
payouts	POST	/admin/payouts/{id}/submit	submit_payout_for_approval	finance	finance	command	Y02
payouts	POST	/admin/payouts/{id}/approve	approve_payout	finance_sensitive	finance	command	Y02
payouts	POST	/admin/payouts/{id}/begin-transfer	begin_payout_transfer	finance_sensitive	finance	command	Y03
payouts	POST	/admin/payouts/{id}/uncertain	record_uncertain_transfer	finance_sensitive	finance	command	Y04
payouts	POST	/admin/payouts/{id}/paid	record_paid_payout	finance_sensitive	finance	command	Y05
payouts	POST	/admin/payouts/{id}/reconcile	reconcile_payout	finance_sensitive	finance	command	Y06
payouts	POST	/admin/payouts/{id}/cancel	cancel_payout	finance_sensitive	finance	command	Y07
payouts	POST	/admin/payouts/{id}/failed	record_transfer_failure	finance_sensitive	finance	command	Y08
payouts	POST	/admin/payouts/{id}/returned	record_payout_return	finance_sensitive	finance	command	Y09
payouts	POST	/admin/payouts/{id}/evidence	attach_payout_evidence	finance_sensitive	finance	create	Y05
payouts	GET	/admin/finance/liabilities	get_org_liabilities	finance	finance	list	FD-06
payouts	GET	/admin/finance/reconciliation	get_finance_reconciliation	finance	finance	list	FD-06
payouts	GET	/org/payouts	list_own_org_payouts	org	finance	list	D3
payouts	GET	/org/statement	get_org_statement	org	finance	read	D3
payouts	POST	/admin/finance/exports	request_finance_export	finance_sensitive	operation	create	FR-16
payouts	GET	/admin/finance/exports/{id}	get_finance_export	finance	finance	read	AP-05
payouts	POST	/admin/bank-change-requests/{id}/decision	decide_bank_change	finance_sensitive	finance	command	FD-03
payouts	GET	/admin/bank-change-requests	list_bank_verification_queue	finance	finance	list	FD-03
payouts	GET	/admin/bank-change-requests/{id}	get_bank_change_review	finance	finance	read	FD-03
skills	POST	/skill-interests	create_skill_interest	self	self	create	G08
skills	GET	/skill-interests	list_skill_interests	self	self	list	G08
skills	GET	/skill-interests/{id}	get_skill_interest	self	self	read	G08
skills	PATCH	/skill-interests/{id}	update_skill_interest	self	self	update	G08
skills	DELETE	/skill-interests/{id}	delete_skill_interest	self	operation	delete	G08
skills	GET	/admin/skill-interests	list_skill_demand	ops	review	list	G08
volunteers	POST	/volunteer-applications	submit_volunteer_application	self	application	create	V01
volunteers	GET	/volunteer-applications/current	get_volunteer_application	self	application	read	V01
volunteers	PATCH	/volunteer-applications/current	update_volunteer_information	self	application	update	V03
volunteers	POST	/volunteer-applications/current/resubmit	resubmit_volunteer_application	self	application	command	V03
volunteers	POST	/volunteer-applications/current/reapply	reapply_volunteer	self	application	command	V06
volunteers	GET	/volunteer-applications/current/history	get_volunteer_review_history	self	application	list	V01
volunteers	GET	/volunteer-applications/current/enhanced-checks	get_enhanced_check_status	self	application	list	V09
volunteers	GET	/admin/queues/volunteers	list_volunteer_review_queue	reviewer	review	list	V01
volunteers	GET	/admin/volunteer-applications/{id}	get_volunteer_review	reviewer	review	read	V04
volunteers	POST	/admin/volunteer-applications/{id}/decision	decide_volunteer_application	reviewer	review	command	V02/V04/V05
volunteers	POST	/admin/volunteer-applications/{id}/suspend	suspend_volunteer	ops_lead	review	command	V07
volunteers	POST	/admin/volunteer-applications/{id}/reopen	reopen_volunteer_review	ops_lead	review	command	V08
volunteers	POST	/admin/volunteer-applications/{id}/enhanced-checks	record_enhanced_check	reviewer	review	create	V09
assignments	GET	/missions/{id}/volunteer-roles	list_volunteer_roles	public	public	list	FR-09
assignments	GET	/missions/{id}/volunteer-slots	list_volunteer_slots	public	public	list	FR-09
assignments	POST	/missions/{id}/volunteer	book_volunteer_slot	volunteer	attendance	create	A01/A02
assignments	GET	/assignments	list_own_assignments	self	attendance	list	FR-09
assignments	GET	/assignments/{id}	get_assignment	participant	attendance	read	FR-09
assignments	POST	/assignments/{id}/cancel	cancel_assignment	self	attendance	command	A15
assignments	POST	/missions/{id}/waitlist	join_waitlist	volunteer	attendance	create	A03
assignments	GET	/booking-requests	list_booking_requests	self	attendance	list	LD-03
assignments	GET	/booking-requests/{id}	get_booking_request	self	attendance	read	LD-03
assignments	POST	/booking-requests/{id}/cancel	cancel_booking_request	self	attendance	command	A15
assignments	GET	/me/slot-offers	list_slot_offers	self	attendance	list	A04
assignments	POST	/slot-offers/{id}/accept	accept_slot_offer	volunteer	attendance	command	A05
assignments	POST	/slot-offers/{id}/decline	decline_slot_offer	self	attendance	command	A06
assignments	POST	/assignments/{id}/checkin	check_in	volunteer	attendance	command	A08
assignments	POST	/assignments/{id}/checkout	check_out	volunteer	attendance	command	A09
assignments	POST	/assignments/{id}/hours-dispute	dispute_hours	participant	attendance	command	A11
assignments	POST	/org/assignments/{id}/confirm-checkin	confirm_org_checkin	org_attendance	attendance	command	A08
assignments	POST	/org/assignments/{id}/confirm-checkout	confirm_org_checkout	org_attendance	attendance	command	A09
assignments	POST	/org/assignments/{id}/confirm-attendance	verify_attendance	org_attendance	attendance	command	A10
assignments	POST	/org/assignments/{id}/no-show	record_no_show	org_attendance	attendance	command	A13
assignments	POST	/org/assignments/{id}/cancel	cancel_org_assignment	org_attendance	attendance	command	A15
assignments	POST	/admin/assignments/{id}/attendance-correction	correct_attendance	ops_lead	attendance	command	A14
assignments	POST	/admin/assignments/{id}/resolve-hours	resolve_hours_dispute	ops_lead	attendance	command	A12
logistics	GET	/pickup-slots	list_pickup_slots	self	self	list	FR-08
logistics	GET	/shipments	list_assigned_shipments	field	field	list	S03
logistics	GET	/shipments/{id}	get_shipment	participant	tracking	read	FR-10
logistics	GET	/shipments/{id}/field-details	get_active_field_details	field	field	read	S03
logistics	POST	/shipments/{id}/reschedule	reschedule_pickup	self	tracking	command	S13
logistics	POST	/shipments/{id}/cancel	cancel_pickup	self	tracking	command	S11
logistics	POST	/shipments/{id}/ready	acknowledge_pickup_readiness	field	field	command	S04
logistics	POST	/shipments/{id}/pickup	record_pickup	field	field	command	S05
logistics	POST	/shipments/{id}/depart	start_delivery_route	field	field	command	S06
logistics	POST	/shipments/{id}/arrive	record_arrival	field	field	command	S07
logistics	POST	/shipments/{id}/deliver	submit_delivery_receipt	field	field	command	S08
logistics	POST	/shipments/{id}/pings	submit_location_pings	field	operation	ping	FR-10
logistics	POST	/shipments/{id}/issues	report_shipment_issue	participant	operation	create	S14
logistics	POST	/org/shipments/{id}/acknowledge	acknowledge_delivery	org	org	command	S08
logistics	POST	/org/shipments/{id}/dropoff	acknowledge_dropoff	org	org	command	S16
logistics	GET	/admin/dispatch	get_dispatch_board	ops	tracking	list	FR-16
logistics	POST	/admin/shipments/{id}/assign	assign_pickup_volunteer	ops	tracking	command	S03
logistics	POST	/admin/shipments/{id}/unassign	unassign_pickup_volunteer	ops	tracking	command	S10
logistics	POST	/admin/shipments/{id}/delay	record_pickup_delay	ops	tracking	command	S12
logistics	POST	/admin/shipments/{id}/reschedule	reschedule_ops_pickup	ops	tracking	command	S13
logistics	POST	/admin/shipments/{id}/cancel	cancel_ops_pickup	ops	tracking	command	S11
logistics	POST	/admin/shipments/{id}/custody-handoff	record_custody_handoff	ops_lead	review	command	S15
logistics	POST	/admin/shipments/{id}/pickup	record_ops_pickup	ops_lead	review	command	S05
logistics	POST	/admin/shipments/{id}/receipt	record_ops_receipt_exception	ops_lead	review	command	LD-01
media	POST	/media/upload-url	authorize_upload	media_owner	media	upload	G24
media	POST	/media/{id}/complete	complete_upload	media_owner	media	command	G24
media	GET	/media/{id}	get_media_status	media_owner	media	read	G24
media	POST	/media/{id}/read-url	authorize_media_read	media_owner	media	query	G24
media	POST	/media/{id}/retry	retry_media_upload	media_owner	media	command	G24
media	DELETE	/media/{id}	request_media_deletion	media_owner	operation	delete	G21
media	POST	/admin/media/{id}/reprocess	reprocess_media	ops	operation	command	G24
media	POST	/admin/media/{id}/redactions	request_media_redaction	ops_lead	operation	create	G21
proof	GET	/missions/{id}/proof-requirements	get_proof_requirements	participant	proof	read	FR-17
proof	POST	/proof-drafts	create_proof_draft	proof_submitter	proof	create	VFY01
proof	GET	/proof-drafts	list_proof_drafts	proof_submitter	proof	list	VFY01
proof	GET	/proof-drafts/{id}	get_proof_draft	proof_submitter	proof	read	VFY01
proof	PATCH	/proof-drafts/{id}	edit_proof_draft	proof_submitter	proof	update	VFY01
proof	DELETE	/proof-drafts/{id}	remove_proof_draft	proof_submitter	operation	delete	VFY01
proof	POST	/proofs	submit_proof	proof_submitter	proof	create	VFY01
proof	GET	/proofs	list_scoped_proofs	participant	proof	list	FR-17
proof	GET	/proofs/{id}	get_scoped_proof	participant	proof	read	FR-17
proof	GET	/proofs/{id}/versions	list_proof_versions	proof_submitter	proof	list	VFY04
proof	POST	/proofs/{id}/resubmit	resubmit_proof	proof_submitter	proof	command	VFY04
proof	POST	/proofs/{id}/appeals	request_proof_appeal	proof_submitter	proof	create	VFY07
proof	GET	/admin/queues/proofs	list_proof_review_queue	reviewer	review	list	VFY02
proof	GET	/admin/proofs/{id}	get_proof_review	reviewer	review	read	VFY02
proof	POST	/admin/proofs/{id}/review	start_proof_review	reviewer	review	command	VFY02
proof	POST	/admin/proofs/{id}/decision	decide_proof	reviewer	review	command	VFY03/VFY05/VFY06
proof	POST	/admin/proofs/{id}/appeal-review	open_proof_appeal_review	ops_lead	review	command	VFY07
proof	POST	/proofs/{id}/challenges	challenge_verified_proof	participant	operation	create	VFY08
impact	GET	/impact/summary	get_impact_summary	self	impact	read	FR-11
impact	GET	/impact/records	list_impact_records	self	impact	list	FR-11
impact	GET	/impact/records/{id}	get_impact_record	self	impact	read	FR-11
impact	GET	/impact/records/{id}/history	get_effective_record_history	self	impact	list	I03
impact	POST	/impact/records/{id}/correction-requests	request_impact_correction	participant	impact	create	I02
impact	GET	/certificates	list_certificates	self	impact	list	FR-11
impact	GET	/certificates/{id}	get_certificate_metadata	self	impact	read	FR-11
impact	POST	/impact/records/{id}/shares	create_impact_share	self_sensitive	impact	create	AP-04
impact	DELETE	/impact/records/{id}/shares/{share_id}	revoke_impact_share	self	operation	delete	AP-04
impact	GET	/shared/impact/{token}	get_shared_impact	share_token	impact	read	AP-04
impact	GET	/admin/impact/correction-requests	list_impact_correction_queue	reviewer	review	list	I02
impact	POST	/admin/impact/correction-requests/{id}/decision	decide_impact_correction	ops_lead	review	command	I03/I04
notifications	GET	/notifications	list_notifications	self	notification	list	FR-14
notifications	GET	/notifications/unread-count	get_unread_count	self	notification	read	FR-14
notifications	POST	/notifications/read	mark_notifications_read	self	notification	command	FR-14
realtime	POST	/realtime/tickets	create_connection_ticket	self	session	ticket	AP-02
realtime	WS	/ws	connect_realtime	socket	tracking	socket	FR-10
admin	GET	/health/live	get_liveness	public	health	read	FR-16
admin	GET	/admin/health	get_operational_health	ops	health	read	FR-16
admin	GET	/admin/queues/organizations	list_org_review_queue	reviewer	review	list	O02
admin	GET	/admin/organizations/{id}	get_org_review	reviewer	review	read	O02
admin	POST	/admin/organizations/{id}/review	start_org_review	reviewer	review	command	O02
admin	POST	/admin/organizations/{id}/decision	decide_org_application	reviewer	review	command	O03/O05/O06
admin	POST	/admin/organizations/{id}/suspend	suspend_organization	ops_lead	review	command	O08
admin	POST	/admin/organizations/{id}/reopen	reopen_org_review	ops_lead	review	command	O11
admin	GET	/admin/queues/missions	list_mission_review_queue	reviewer	review	list	M03
admin	GET	/admin/missions/{id}	get_mission_review	reviewer	review	read	M03
admin	POST	/admin/missions/{id}/decision	decide_mission_review	reviewer	review	command	M03/M04/M05
admin	POST	/admin/mission-change-requests/{id}/decision	decide_mission_change	ops_lead	review	command	M23
admin	POST	/admin/missions/{id}/pause	pause_ops_mission	ops_lead	review	command	M15
admin	POST	/admin/missions/{id}/resume	resume_ops_mission	ops_lead	review	command	M16
admin	POST	/admin/missions/{id}/cancel	cancel_ops_mission	ops_lead	review	command	M17
admin	POST	/admin/missions/{id}/fail	fail_mission	ops_lead	review	command	M20
admin	POST	/admin/missions/{id}/resolve-dispute	resolve_mission_dispute	ops_lead	review	command	M21/M22
admin	GET	/admin/users	list_users	ops	review	list	FR-16
admin	GET	/admin/users/{id}	get_scoped_user	ops	review	read	FR-16
admin	POST	/admin/users/{id}/suspend	suspend_user	ops_lead	review	command	G25
admin	POST	/admin/users/{id}/reinstate	reinstate_user	ops_lead	review	command	G25
admin	POST	/admin/role-grants	grant_scoped_role	security	audit	create	G25
admin	POST	/admin/role-grants/{id}/revoke	revoke_scoped_role	security	audit	command	G25
admin	GET	/admin/fraud/signals	list_fraud_signals	ops	review	list	FR-16
admin	POST	/admin/fraud/signals/{id}/decision	decide_fraud_review	ops_lead	review	command	FR-16
admin	GET	/admin/audit	list_scoped_audit	ops	audit	list	FR-16
admin	GET	/admin/cases	list_support_cases	ops	review	list	FR-12
admin	GET	/admin/cases/{id}	get_support_case	ops	review	read	FR-12
admin	POST	/admin/cases/{id}/assign	assign_support_case	ops	review	command	FR-12
admin	POST	/admin/cases/{id}/reply	reply_support_case	ops	review	command	FR-12
admin	POST	/admin/cases/{id}/resolve	resolve_support_case	ops	review	command	FR-12
admin	POST	/reports	create_content_report	self	operation	create	G29
admin	POST	/admin/content-reports/{id}/decision	decide_content_report	ops	review	command	G29
admin	GET	/admin/content-reports	list_content_reports	ops	review	list	G29
admin	GET	/admin/content-reports/{id}	get_content_report	ops	review	read	G29
admin	POST	/admin/reports/exports	create_ops_export	ops_lead	operation	create	FR-16
admin	GET	/admin/reports/exports/{id}	get_ops_export	ops	review	read	AP-05
admin	GET	/admin/events/dlq	list_blocked_events	ops	health	list	G13
admin	GET	/admin/events/{id}	get_event_recovery_details	ops	audit	read	G13
admin	POST	/admin/events/{id}/replay	replay_event	ops_lead	operation	command	G13
admin	GET	/operations/{id}	get_scoped_operation_job	operation_owner	operation	read	FR-16
admin	POST	/admin/payments/{id}/reconcile	request_payment_reconciliation	finance_sensitive	operation	command	P08
admin	GET	/admin/payments/{id}	get_payment_recovery	finance	finance	read	P08
admin	GET	/admin/payment-recovery/{id}	get_payment_recovery_case	finance	finance	read	P11
admin	GET	/admin/payment-recovery	list_payment_recovery	finance	finance	list	P11
admin	PUBLIC_WEB	/privacy	privacy_page	public	public	page	FR-12
admin	PUBLIC_WEB	/terms	terms_page	public	public	page	FR-12
admin	PUBLIC_WEB	/help	help_page	public	public	page	FR-12
admin	PUBLIC_WEB	/account-deletion	deletion_help_page	public	public	page	FR-12
